t_s,status,latency_ms,note
84.471,200,216.26,
84.68,200,208.35,
84.883,200,203.35,
85.102,200,218.79,
85.314,200,211.93,
85.527,200,213.69,
85.742,200,214.88,
85.966,200,223.29,
86.177,200,211.71,
86.408,200,230.41,
86.618,200,209.84,
86.829,200,211.57,
87.041,200,211.96,
87.25,200,208.61,
87.471,200,220.93,
87.679,200,208.04,
87.891,200,212.55,
88.096,200,204.57,
88.304,200,207.98,
88.515,200,210.74,
88.748,200,232.84,
89.038,200,289.96,
89.283,200,245.73,
89.53,200,247.04,
89.767,200,236.24,
89.982,200,214.84,
90.249,200,267.3,
90.46,200,210.88,
90.735,200,275.46,
90.966,200,231.05,
91.179,200,212.92,
91.404,200,224.82,
91.631,200,226.46,
91.847,200,216.28,
92.073,200,226.27,
92.289,200,215.91,
92.516,200,226.41,
92.725,200,209.14,
92.935,200,210.37,
93.153,200,217.73,
93.368,200,214.74,
93.594,200,226.68,
93.817,200,222.87,
94.023,200,206.15,
94.237,200,213.69,
94.451,200,214.29,
94.666,200,214.39,
94.871,200,205.23,
95.078,200,207.15,
95.3,200,221.44,
95.529,200,229.08,
95.752,200,223.5,
95.974,200,221.45,
96.185,200,211.14,
96.45,200,264.9,
96.663,200,213.29,
96.896,200,233.12,
97.12,200,223.77,
97.336,200,216.21,
97.61,200,273.63,
97.822,200,211.87,
98.031,200,208.76,
98.243,200,212.85,
98.448,200,204.89,
98.664,200,216.07,
98.871,200,206.31,
99.081,200,210.65,
99.299,200,217.83,
99.511,200,211.24,
99.723,200,212.0,
99.935,200,211.96,
100.203,200,268.35,
100.42,200,217.02,
100.633,200,212.67,
100.847,200,214.6,
101.057,200,210.19,
101.286,200,228.6,
101.499,200,213.05,
101.715,200,215.45,
101.93,200,215.49,
102.147,200,217.14,
102.365,200,217.19,
102.577,200,212.34,
102.796,200,219.2,
103.014,200,217.68,
103.222,200,208.47,
103.443,200,220.26,
103.709,200,266.13,
104.113,200,404.55,
104.561,200,447.75,
104.842,200,280.63,
105.059,200,217.02,
105.274,200,214.87,
105.483,200,208.9,
105.689,200,206.54,
105.947,200,257.94,
106.165,200,217.9,
106.404,200,238.9,
106.609,200,204.65,
106.815,200,206.74,
107.034,200,218.8,
107.24,200,205.64,
107.459,200,219.29,
107.671,200,212.13,
107.878,200,206.45,
108.095,200,217.04,
108.302,200,207.33,
108.515,200,212.6,
108.72,200,205.27,
108.926,200,206.14,
109.145,200,218.29,
109.353,200,208.27,
109.57,200,216.97,
109.775,200,204.66,
109.997,200,222.71,
110.255,200,257.73,
110.461,200,206.37,
110.664,200,202.57,
110.877,200,213.29,
111.092,200,214.52,
111.309,200,217.01,
111.535,200,226.39,
111.752,200,216.59,
111.969,200,217.19,
112.181,200,211.88,
112.396,200,215.25,
112.614,200,218.04,
112.823,200,208.56,
113.043,200,220.08,
113.259,200,216.1,
113.468,200,209.22,
113.68,200,211.95,
113.896,200,215.73,
114.112,200,216.26,
114.321,200,208.22,
114.539,200,218.76,
114.744,200,205.08,
114.961,200,216.8,
115.252,200,291.1,
115.483,200,230.88,
115.699,200,216.19,
115.954,200,254.82,
116.173,200,218.84,
116.436,200,263.15,
116.645,200,208.97,
116.856,200,210.98,
117.082,200,225.86,
117.291,200,209.03,
117.514,200,223.09,
117.728,200,214.05,
117.935,200,206.6,
118.154,200,219.09,
118.366,200,211.48,
118.577,200,211.39,
118.984,200,406.84,
119.198,200,214.41,
119.679,200,480.33,
119.884,200,205.14,
120.147,200,263.04,
120.356,200,209.54,
120.594,200,237.64,
120.866,200,271.71,
121.072,200,205.69,
121.29,200,218.7,
121.498,200,207.49,
121.708,200,209.69,
121.944,200,236.67,
122.154,200,210.14,
122.374,200,219.57,
122.582,200,207.56,
122.789,200,207.88,
123.002,200,212.32,
123.212,200,210.56,
123.477,200,265.14,
123.681,200,203.76,
123.889,200,208.06,
124.092,200,202.21,
124.292,200,200.24,
124.505,200,212.68,
124.71,200,205.7,
124.924,200,213.37,
125.15,200,226.05,
125.354,200,204.79,
125.568,200,213.15,
125.773,200,205.47,
125.987,200,213.79,
126.204,200,217.25,
126.436,200,231.6,
126.651,200,215.53,
126.858,200,206.37,
127.064,200,206.07,
127.276,200,211.82,
127.478,200,202.5,
127.69,200,211.81,
127.898,200,207.67,
128.107,200,209.27,
128.348,200,241.22,
128.557,200,208.46,
128.784,200,227.32,
128.993,200,209.29,
129.204,200,210.24,
129.418,200,214.82,
129.617,200,198.92,
129.828,200,211.04,
130.033,200,204.01,
130.273,200,240.43,
130.497,200,223.62,
130.734,200,237.17,
130.949,200,215.18,
131.154,200,204.81,
131.369,200,214.98,
131.594,200,225.57,
131.813,200,218.9,
132.015,200,202.14,
132.225,200,209.51,
132.444,200,218.72,
132.652,200,207.82,
132.867,200,215.08,
133.083,200,215.86,
133.289,200,206.32,
133.519,200,229.79,
133.799,200,279.91,
134.045,200,246.37,
134.306,200,261.04,
134.835,200,528.59,
135.048,200,213.08,
135.254,200,206.51,
135.461,200,206.76,
135.672,200,210.99,
135.905,200,232.63,
136.11,200,205.46,
136.331,200,220.5,
136.54,200,209.01,
136.752,200,211.87,
136.973,200,221.1,
137.175,200,202.17,
137.392,200,216.94,
137.624,200,232.04,
137.832,200,207.67,
138.047,200,215.67,
138.256,200,208.14,
138.47,200,214.53,
138.686,200,215.45,
138.89,200,204.18,
139.116,200,226.2,
139.332,200,216.27,
139.544,200,211.34,
139.75,200,206.68,
139.959,200,208.45,
140.259,200,300.02,
140.464,200,204.83,
140.668,200,203.85,
140.88,200,212.27,
141.09,200,209.73,
141.307,200,217.72,
141.523,200,216.14,
141.731,200,207.53,
141.947,200,215.77,
142.161,200,213.76,
142.375,200,214.58,
142.578,200,203.14,
142.784,200,205.55,
143.005,200,221.44,
143.207,200,201.42,
143.431,200,223.89,
143.637,200,206.65,
143.844,200,206.89,
144.061,200,216.47,
144.271,200,209.81,
144.521,200,250.21,
144.76,200,239.64,
144.994,200,233.32,
145.252,200,258.31,
145.473,200,221.05,
145.68,200,206.37,
145.905,200,224.97,
146.121,200,216.28,
146.351,200,230.28,
146.563,200,211.92,
146.776,200,212.73,
146.997,200,220.92,
147.209,200,212.5,
147.439,200,229.81,
147.649,200,209.68,
147.873,200,224.3,
148.094,200,221.06,
148.309,200,215.13,
148.532,200,222.73,
148.766,200,233.67,
149.012,200,245.85,
149.247,200,235.2,
149.473,200,225.79,
149.687,200,214.52,
149.971,200,283.26,
150.25,200,279.08,
150.473,200,223.69,
150.689,200,215.26,
150.995,200,306.18,
151.218,200,223.63,
151.439,200,220.2,
